,raw_상권_구분_코드_명,raw_상권_코드,raw_상권_코드_명,geometry
1235,골목상권,1000734,국사봉2길,POINT (126.9291519147948 37.49729264409324)
1236,골목상권,1000735,국사봉길,POINT (126.9322744078344 37.49581682480193)
1237,골목상권,1000736,노량진로6길,POINT (126.9358586245333 37.50964926053423)
1238,골목상권,1000737,대방동27길,POINT (126.9241360312591 37.50341636937905)
1239,골목상권,1000016,자하문로7길,POINT (126.9703278881781 37.57908494504986)
1240,골목상권,1000557,강서로29길,POINT (126.8396231780756 37.5390926304854)
1241,골목상권,1000558,강서로35길,POINT (126.8361756276379 37.54267387376025)
1242,골목상권,1000057,백범로79길,POINT (126.9641424450818 37.54066471946812)
1243,골목상권,1000058,백범로90길,POINT (126.9692017953659 37.53701709674336)
1244,골목상권,1000059,서빙고로71길,POINT (126.9951809533558 37.52222656827637)
1245,골목상권,1000060,소월로20길,POINT (126.9854481136523 37.54409306555162)
1246,골목상권,1000061,신흥로20길,POINT (126.9833993233328 37.54708411245787)
1247,골목상권,1000207,제기로5길,POINT (127.0355404124538 37.58764276076928)
1248,골목상권,1000208,천장산로7길,POINT (127.0562115739671 37.59845563809562)
1249,골목상권,1000209,천호대로12길,POINT (127.029171278262 37.5721293920996)
1250,발달상권,1001107,방이동 먹자골목,POINT (127.1088919107061 37.51414853328456)
1251,발달상권,1001108,학동역,POINT (127.029239262534 37.51434827848273)
1252,발달상권,1001109,강남구 논현역_4,POINT (127.0188440568413 37.51323314936612)
1253,발달상권,1001110,잠실역,POINT (127.1025141265832 37.51537059547255)
1254,발달상권,1001111,서울 강남구 강남구청역_1,POINT (127.0393973628562 37.51569683276026)
1255,발달상권,1001112,서울 강남구 학동역_3,POINT (127.032859340062 37.51552764185954)
1256,발달상권,1001113,서울 동작구 노량진1동_1,POINT (126.9419283296391 37.51479713410461)
1257,발달상권,1001106,서울 강남구 학동역_2,POINT (127.0330963163979 37.51425716032486)
1258,발달상권,1001114,강남구 신사역_1,POINT (127.0174422529268 37.51647697852127)
1259,발달상권,1001260,창동역,POINT (127.0489999774913 37.65280637735574)
1260,발달상권,1001261,서울 노원구 노원역_1,POINT (127.0626902470538 37.65411533094399)
1261,발달상권,1001262,서울 노원구 노원역_2,POINT (127.058905675762 37.65463985123021)
1262,발달상권,1001263,서울 노원구 노원역_3,POINT (127.0625105241541 37.65601649888629)
1263,발달상권,1001217,서울 종로구 종로5가역_1,POINT (127.0013923109485 37.57042109707795)
1264,발달상권,1001255,서울 은평구 연신내역_3,POINT (126.9204715984798 37.62069666168165)
1265,발달상권,1001259,서울 강북구 수유역_3,POINT (127.0272040015457 37.64085736435166)
1266,전통시장,1001310,구의시장,POINT (127.0884671677775 37.54550242151623)
1267,전통시장,1001322,동부시장,POINT (127.0525999907138 37.56730095286713)
1268,전통시장,1001323,답십리시장,POINT (127.0581965729153 37.57364133312369)
1269,전통시장,1001324,전곡시장,POINT (127.0688302258034 37.57808652423727)
1270,전통시장,1001325,청량리청과물시장,POINT (127.0431898769602 37.58011691623963)
1271,골목상권,1000541,은행정로7길,POINT (126.8573961167602 37.52268117800541)
1272,골목상권,1000767,성대로29길,POINT (126.9377552208722 37.50030685098623)
1273,골목상권,1000768,신대방길,POINT (126.9103556960374 37.48900863315043)
1274,골목상권,1000769,양녕로26길,POINT (126.9438648611278 37.49659776645976)
1275,골목상권,1000422,증산로13길,POINT (126.9112446281064 37.58813731822375)
1276,골목상권,1000423,증산로15길,POINT (126.9079702292314 37.5899728347903)
1277,골목상권,1000210,천호대로17길,POINT (127.0323539513855 37.57627313855811)
1278,골목상권,1000211,천호대로45길,POINT (127.0428700872885 37.57523364435813)
1279,골목상권,1000221,휘경로3길,POINT (127.0630503753643 37.59750614234382)
1280,골목상권,1000289,인촌로17가길,POINT (127.0236747334087 37.58762771719991)
1281,골목상권,1000290,인촌로1길,POINT (127.0189872601555 37.58731321683225)
1282,골목상권,1000291,개운사길,POINT (127.0294831703206 37.58799581628683)
1283,골목상권,1000292,인촌로24길,POINT (127.0294815499272 37.58388728884565)
1284,발달상권,1001115,서울 강남구 강남구청역_2,POINT (127.0379727336078 37.51687761404692)
1285,발달상권,1001116,영등포역_1,POINT (126.9103671746878 37.51724614982384)
1286,발달상권,1001117,강남구 신사역_2,POINT (127.0235845020852 37.51689938344783)
1287,발달상권,1001118,문래동 주민센터,POINT (126.898650482702 37.51570497175982)
1288,발달상권,1001119,영등포역_2,POINT (126.9087031035235 37.51829003889983)
1289,발달상권,1001082,선릉역_2,POINT (127.0530305989245 37.50406854038104)
1290,발달상권,1001083,서울 송파구 석촌역_2,POINT (127.1077154625101 37.50621176539941)
1291,발달상권,1001084,서울 강남구 선릉역_1,POINT (127.0501366139763 37.50596191517425)
1292,전통시장,1001326,회기시장,POINT (127.055571977909 37.59111286011739)
1293,전통시장,1001327,이경시장,POINT (127.0660939710493 37.59470239435596)
1294,전통시장,1001328,이문제일시장,POINT (127.0624108100714 37.60455222823275)
1295,전통시장,1001329,동부골목시장,POINT (127.0769053655217 37.59243435616141)
1296,전통시장,1001330,동원시장,POINT (127.0907275903364 37.58990176352666)
1297,전통시장,1001331,면목골목시장,POINT (127.0848375728158 37.57790491668717)
1298,전통시장,1001285,합동(새벽)시장,POINT (126.9675964607861 37.56008223294128)
1299,전통시장,1001294,마장축산물시장,POINT (127.0403655814831 37.57020697550747)
1300,전통시장,1001295,행당시장,POINT (127.0333999164256 37.5609559222069)
1301,전통시장,1001296,금남시장,POINT (127.0222930948986 37.54854279302089)
1302,전통시장,1001297,뚝도시장,POINT (127.0545030575752 37.53821587578757)
1303,골목상권,1000370,방학로15길,POINT (127.0241734932998 37.6593912472748)
1304,골목상권,1000371,방학로5길,POINT (127.0376147199963 37.6597391098479)
1305,골목상권,1000372,방학로6가길,POINT (127.0373110743916 37.66443331872073)
1306,골목상권,1000373,삼양로144길,POINT (127.0138927944061 37.65090565207283)
1307,골목상권,1000374,시루봉로23길,POINT (127.0424614663611 37.67289178170676)
1308,골목상권,1000369,방학로10길,POINT (127.0337861662447 37.66426319465528)
1309,골목상권,1000375,우이천로32길,POINT (127.0253603394462 37.65019196760325)
1310,골목상권,1000293,인촌로5길,POINT (127.020561523423 37.58906988871247)
1311,골목상권,1000294,인촌로6길,POINT (127.0213523404204 37.58293398628817)
1312,골목상권,1000212,천호대로77길,POINT (127.0626711643801 37.56389928147714)
1313,골목상권,1000213,천호대로97길,POINT (127.0704346510493 37.56275063990482)
1314,골목상권,1000214,한천로14길,POINT (127.0653903628881 37.56702426272566)
1315,골목상권,1000215,한천로33길,POINT (127.0670861830654 37.57736673299129)
1316,골목상권,1000273,보국문로16길,POINT (127.01022736468 37.61256006404193)
1317,골목상권,1000274,보문로13길,POINT (127.0208420668912 37.58004188788442)
1318,발달상권,1001085,서울 서초구 강남역,POINT (127.0305463338146 37.50203121152806)
1319,발달상권,1001086,고속터미널역,POINT (127.0058584132766 37.50474704248736)
1320,발달상권,1001087,서울 강남구 선릉역_2,POINT (127.0453179991891 37.50494572617329)
1321,발달상권,1001088,삼성역_1,POINT (127.0603613039525 37.50667793699713)
1322,발달상권,1001066,서울 강남구 강남역,POINT (127.0304873477417 37.49603052520305)
1323,발달상권,1001067,오류동역,POINT (126.8427923180651 37.49548836626892)
1324,발달상권,1001068,은마아파트입구사거리_2,POINT (127.0623568052032 37.49902736333294)
1325,전통시장,1001298,성동용답상가시장,POINT (127.0523483849209 37.56360698102949)
1326,전통시장,1001311,동부청과시장,POINT (127.042973192155 37.57735995363058)
1327,전통시장,1001312,용두시장,POINT (127.0297624388263 37.57848125630171)
1328,전통시장,1001313,청량리수산시장,POINT (127.0415019879209 37.57822543442258)
1329,전통시장,1001314,경동시장,POINT (127.0390233014054 37.57930747265717)
1330,전통시장,1001315,동서시장,POINT (127.0414123248943 37.57985626500525)
1331,전통시장,1001316,서울약령시장,POINT (127.0375077141571 37.58213708424979)
1332,전통시장,1001317,청량리농수산물시장,POINT (127.0411865743925 37.58107268555848)
1333,전통시장,1001318,청량리전통시장,POINT (127.0426355249343 37.5807838531397)
1334,전통시장,1001319,청량리종합시장,POINT (127.0403705666671 37.57944216868575)
1335,전통시장,1001320,전농로터리시장,POINT (127.0567280445753 37.57770553283901)
1336,전통시장,1001321,답십리현대시장,POINT (127.0594816021787 37.56677510875752)
1337,전통시장,1001299,한아름시장,POINT (127.0698960525751 37.54353267640729)
1338,골목상권,1000277,보문로32길,POINT (127.0201317226878 37.590745808586)
1339,골목상권,1000278,삼선교로10길,POINT (127.0096690584523 37.58680979195958)
1340,골목상권,1000279,삼선교로10다길,POINT (127.008751721891 37.58469252997415)
1341,골목상권,1000280,삼선교로16가길,POINT (127.0115481524776 37.58440397169849)
1342,골목상권,1000064,우사단로4길,POINT (126.9985066050917 37.53071409672035)
1343,골목상권,1000065,원효로19길,POINT (126.9535900879769 37.53319175044)
1344,골목상권,1000066,원효로41길,POINT (126.9567796860287 37.53482377237657)
1345,골목상권,1000275,보문로26길,POINT (127.0213535602972 37.58720469334632)
1346,골목상권,1000276,보문로31길,POINT (127.0156813695049 37.58816964537452)
1347,발달상권,1001045,동작구 총신대입구역_1,POINT (126.9808235857054 37.48597765914372)
1348,발달상권,1001046,서울 관악구 신림역_4,POINT (126.9302137115341 37.48643613940251)
1349,발달상권,1001047,뱅뱅사거리_1,POINT (127.0334694502553 37.48862343831305)
1350,발달상권,1001048,뱅뱅사거리,POINT (127.0298294559955 37.49098505346684)
1351,발달상권,1001049,개봉동 현대아파트 인근,POINT (126.8557969060258 37.48956732297291)
1352,발달상권,1001050,교대역_1,POINT (127.0115676476316 37.4907900312765)
1353,발달상권,1001069,은마아파트입구사거리_3,POINT (127.0597331901952 37.49906475931724)
1354,발달상권,1001070,은마아파트입구사거리_4,POINT (127.0618145839849 37.49975746322555)
1355,발달상권,1001071,서울 강남구 한티역,POINT (127.0535805570758 37.49817571394421)
1356,발달상권,1001165,서울 광진구 건대입구역_2,POINT (127.0696001402158 37.54169481234147)
1357,발달상권,1001166,서울 마포구 마포역_2,POINT (126.9451897432975 37.54054031359572)
1358,발달상권,1001167,서울 마포구 공덕역_1,POINT (126.9515925279303 37.54293977092752)
1359,발달상권,1001089,삼정역_1,POINT (127.0364411417142 37.50754369288381)
1360,발달상권,1001090,삼정역_2,POINT (127.035220074457 37.50844506812788)
1361,발달상권,1001091,삼성역_2,POINT (127.0651355642027 37.50835126987693)
1362,전통시장,1001300,화양제일골목시장,POINT (127.0689789636666 37.54295657610216)
1363,전통시장,1001301,중곡제일시장,POINT (127.0812222789469 37.56381589690654)
1364,전통시장,1001302,면곡골목시장,POINT (127.080754727872 37.57106923203892)
1365,전통시장,1001303,신성골목시장,POINT (127.0883686248248 37.55788220701847)
1366,전통시장,1001304,자양골목시장,POINT (127.0796741157871 37.53425519432588)
1367,전통시장,1001305,자양종합시장,POINT (127.076401880359 37.53185168433173)
1368,전통시장,1001306,노룬산골목시장,POINT (127.0649677785372 37.53659779184103)
1369,전통시장,1001307,능동로골목시장,POINT (127.066742826791 37.53511015117562)
1370,전통시장,1001308,영동교골목시장,POINT (127.0639733281805 37.53803092517618)
1371,전통시장,1001273,남대문시장,POINT (126.9783939294077 37.55986846331072)
1372,전통시장,1001274,신중부시장,POINT (127.0002603340509 37.56560077788206)
1373,전통시장,1001275,인현시장,POINT (126.9950651264428 37.56325808472952)
1374,전통시장,1001276,평화시장,POINT (127.0080367503076 37.56887111952541)
1375,골목상권,1000067,원효로53길,POINT (126.962446852187 37.53733049201621)
1376,골목상권,1000068,원효로89길,POINT (126.9687021739966 37.54127869587753)
1377,골목상권,1000069,이촌로22길,POINT (126.9556649066854 37.52582235495916)
1378,골목상권,1000070,이태원로27길,POINT (126.9938110272278 37.53597578998269)
1379,골목상권,1000152,아차산로51길,POINT (127.0846587152491 37.53990099747857)
1380,골목상권,1000153,아차산로55길,POINT (127.0874981311743 37.53934931787935)
1381,골목상권,1000154,아차산로65길,POINT (127.0927071741844 37.54273310165684)
1382,발달상권,1001051,보라매공원,POINT (126.9250417191418 37.49117227142047)
1383,발달상권,1001052,뱅뱅사거리_2,POINT (127.0324870505425 37.49169614842381)
1384,발달상권,1001053,서울 강남구 대치역_1,POINT (127.0617640202208 37.49328826285512)
1385,발달상권,1001022,관악구 사당역_2,POINT (126.9805655516066 37.47816587022181)
1386,발달상권,1001023,가산디지털단지역_2,POINT (126.8800183152789 37.48187276727415)
1387,발달상권,1001024,관악구 사당역_1,POINT (126.9831884651413 37.47817528262151)
1388,발달상권,1001025,서울 관악구 서울대입구역_1,POINT (126.9523788849107 37.48073475833174)
1389,발달상권,1001026,구로디지털단지역,POINT (126.8883638912088 37.48080874716509)
1390,발달상권,1001092,강남구 논현역_1,POINT (127.0219413682126 37.50677241179446)
1391,발달상권,1001093,신천역,POINT (127.0817070573829 37.51020604889543)
1392,발달상권,1001094,선정릉역_1,POINT (127.0468370740887 37.51066651445342)
1393,발달상권,1001095,강남구 논현역_2,POINT (127.0249728757798 37.50806925695847)
1394,발달상권,1001096,신도림역,POINT (126.8900534125496 37.50830905050998)
1395,발달상권,1001097,잠실역 롯데월드,POINT (127.0980748761754 37.51137390833691)
1396,전통시장,1001277,방산종합시장,POINT (127.0001245116387 37.56803346704921)
1397,전통시장,1001264,통인시장,POINT (126.9699083726466 37.58067959801362)
1398,전통시장,1001265,광장시장,POINT (126.9994113842825 37.56997060612633)
1399,전통시장,1001266,동대문종합시장,POINT (127.0080935148273 37.57042082785713)
1400,전통시장,1001267,종로신진시장,POINT (127.0052975695264 37.57036692670717)
1401,전통시장,1001268,충신시장,POINT (127.0057166802642 37.57410603671966)
1402,전통시장,1001269,동문시장,POINT (127.0111271853173 37.57053771029621)
1403,전통시장,1001270,창신골목시장,POINT (127.0115237287406 37.57285322980232)
1404,전통시장,1001272,신설종합시장,POINT (127.0209871695234 37.57266271778433)
1405,전통시장,1001286,후암시장,POINT (126.9762803900501 37.5506328316534)
1406,전통시장,1001287,신흥시장,POINT (126.9850631507142 37.54525530656243)
1407,전통시장,1001288,만리시장,POINT (126.9636733716576 37.55128735486901)
1408,전통시장,1001289,용문전통시장,POINT (126.9602635513579 37.53654590718111)
1409,전통시장,1001290,이촌종합시장,POINT (126.9747627701991 37.52060216517496)
1410,전통시장,1001291,이태원시장,POINT (126.9893987087805 37.53389416451648)
1411,골목상권,1000155,아차산로78길,POINT (127.1078296812803 37.54628821661367)
1412,골목상권,1000156,용마산로21길,POINT (127.0850693392598 37.56270496230837)
1413,골목상권,1000157,용마산로3길,POINT (127.0848812735163 37.55656029984123)
1414,골목상권,1000158,자양로11길,POINT (127.0828869572322 37.53391961280386)
1415,골목상권,1000295,장월로1길,POINT (127.0448696935784 37.60613693311728)
1416,골목상권,1000296,장위로50길,POINT (127.0570619120829 37.61465502502365)
1417,골목상권,1000297,정릉로26길,POINT (127.0115738026008 37.60382034084607)
1418,발달상권,1001027,가산디지털단지역_3,POINT (126.8864341433713 37.47843725502126)
1419,발달상권,1001028,서울 관악구 서울대입구역_2,POINT (126.9548417177483 37.48387123577071)
1420,발달상권,1001029,양재역_1,POINT (127.0317592337244 37.48195644871718)
1421,발달상권,1001011,서울 금천구 시흥1동_4,POINT (126.9015154864385 37.45294316597668)
1422,발달상권,1001012,양재 화물트럭터미널앞_1,POINT (127.0357295078513 37.46195288464275)
1423,발달상권,1001013,양재 화물트럭터미널앞_2,POINT (127.0369515023419 37.46448435173673)
1424,발달상권,1001014,양재동 꽃시장,POINT (127.0400951419452 37.46679892602167)
1425,발달상권,1001015,서울 금천구 독산1동_1,POINT (126.8964739254388 37.47001302761073)
1426,발달상권,1001016,서울 관악구 대학동_1,POINT (126.9397582692801 37.47045748675511)
1427,발달상권,1001098,포스코사거리_1,POINT (127.0540067463963 37.50896055541883)
1428,발달상권,1001099,포스코사거리_2,POINT (127.0562467688941 37.50973437396545)
1429,발달상권,1001100,강남구 논현역_3,POINT (127.0218411324583 37.51210637798919)
1430,발달상권,1001101,선정릉역_2,POINT (127.0462044820824 37.5119642098126)
1431,발달상권,1001102,서울 강남구 학동역_1,POINT (127.0294761158121 37.5126182918703)
1432,발달상권,1001103,코엑스,POINT (127.0597540707189 37.51107514837405)
1433,발달상권,1001104,삼성역_3,POINT (127.0638829867893 37.51170369047007)
1434,발달상권,1001054,서울 강남구 대치역_2,POINT (127.0597061465873 37.49350556247691)
1435,발달상권,1001055,서울 서초구 서초역,POINT (127.0089445914654 37.49331307953432)
1436,발달상권,1001056,서울 송파구 가락시장역,POINT (127.1191868039578 37.49393806173699)
1437,전통시장,1001292,이태원제일시장,POINT (126.9877912533803 37.53914684239876)
1438,전통시장,1001293,보광시장,POINT (127.0003733303157 37.52701999855625)
1439,전통시장,1001278,남평화시장,POINT (127.010810038063 37.56916822669786)
1440,전통시장,1001279,동평화시장,POINT (127.0130739345041 37.56924908729413)
1441,전통시장,1001280,제일평화시장,POINT (127.0115683160003 37.56837527870061)
1442,전통시장,1001281,청평화시장,POINT (127.015009624624 37.56959123535287)
1443,전통시장,1001282,약수시장,POINT (127.0105586979193 37.55277911772708)
1444,전통시장,1001283,백학시장,POINT (127.019400052715 37.56369808221292)
1445,전통시장,1001284,서울중앙시장,POINT (127.0196385991729 37.56695964872809)
1446,전통시장,1001309,조양시장,POINT (127.0674816795168 37.53891195256978)
1447,전통시장,1001368,연서시장,POINT (126.9216734641571 37.61957123115511)
1448,전통시장,1001369,갈현시장,POINT (126.9174098833578 37.62373989518726)
1449,전통시장,1001370,역촌중앙시장,POINT (126.9162208886205 37.6132785892496)
1450,전통시장,1001371,대조시장,POINT (126.9268597876345 37.60950150921935)
1451,골목상권,1000377,해등로16길,POINT (127.0426668642167 37.65547574605313)
1452,골목상권,1000378,공릉로58길,POINT (127.0739707265985 37.63615219120443)
1453,골목상권,1000298,정릉로27길,POINT (127.0128653569201 37.60697367210774)
1454,골목상권,1000299,정릉로8길,POINT (126.9979274949484 37.6071455432061)
1455,골목상권,1000300,종암로16길,POINT (127.0369496087866 37.59824700224238)
1456,골목상권,1000376,우이천로4다길,POINT (127.0403100853736 37.63521344861366)
1457,발달상권,1001017,관악구 사당역_3,POINT (126.9809732250469 37.47552597828984)
1458,발달상권,1001018,포이사거리_2,POINT (127.0441703288913 37.47659145589457)
1459,발달상권,1001019,포이사거리_1,POINT (127.046103812079 37.47700518170915)
1460,발달상권,1001020,장지역,POINT (127.1220432026107 37.4772484811463)
1461,발달상권,1001021,가산디지털단지역_1,POINT (126.8845673214247 37.47198421841353)
1462,발달상권,1001038,구로디지탈1단지,POINT (126.8950868081801 37.48380625597272)
1463,발달상권,1001039,서울 서초구 남부터미널역_2,POINT (127.0136926753839 37.48642892605263)
1464,발달상권,1001040,서울 관악구 신림역_3,POINT (126.9285298834121 37.48548907432291)
1465,발달상권,1001041,서울 강남구 수서역,POINT (127.1033807839534 37.48763689043684)
1466,발달상권,1001057,교대역_2,POINT (127.0159668209977 37.49326728881194)
1467,발달상권,1001058,역삼역_1,POINT (127.0372261830344 37.49411845945068)
1468,발달상권,1001059,교대역_3,POINT (127.012043119768 37.4942408415903)
1469,발달상권,1001060,가락시장,POINT (127.113487750174 37.49406981478419)
1470,발달상권,1001061,방배동카페골목,POINT (126.9863849767401 37.49467315423672)
1471,발달상권,1001062,서울 강남구 강남역_1,POINT (127.0273207568842 37.49534653482159)
1472,발달상권,1001181,서울 광진구 군자역,POINT (127.0784869939149 37.55666383323358)
1473,발달상권,1001123,학동사거리_1,POINT (127.036493181618 37.52150923659847)
1474,전통시장,1001490,길동복조리시장,POINT (127.1436748605519 37.53844739254178)
1475,전통시장,1001332,사가정시장,POINT (127.0904453946068 37.58126145968097)
1476,전통시장,1001333,중화제일시장,POINT (127.0754458844081 37.60481491217617)
1477,전통시장,1001334,태능시장,POINT (127.0765376794136 37.59826400907771)
1478,전통시장,1001335,묵1동도깨비시장,POINT (127.0809514877725 37.61687550606393)
1479,전통시장,1001336,우림골목시장,POINT (127.0980521375739 37.59766245247334)
1480,전통시장,1001337,유영시장,POINT (127.0968439308396 37.59157274870226)
1481,전통시장,1001338,돈암제일시장,POINT (127.0158746387173 37.59189071792463)
1482,전통시장,1001377,영천시장,POINT (126.9612982642019 37.5704598113684)
1483,골목상권,1000379,동일로173가길,POINT (127.0724388707236 37.62204369793589)
1484,골목상권,1000380,동일로192길,POINT (127.0755690585679 37.62581687022158)
1485,골목상권,1000381,동일로242길,POINT (127.0586609614702 37.67488501157822)
1486,골목상권,1000071,이태원로54길,POINT (127.0013690518896 37.5365435745865)
1487,골목상권,1000072,장문로45길,POINT (127.0004638450673 37.52870487172285)
1488,골목상권,1000073,청파로47길,POINT (126.9679200243731 37.54454911426686)
1489,발달상권,1001042,서울 서초구 남부터미널역_3,POINT (127.0161915795939 37.48678000320049)
1490,발달상권,1001043,동작구 총신대입구역_2,POINT (126.9830284352485 37.48591492585732)
1491,발달상권,1001044,양재역_3,POINT (127.0311505895367 37.48651571376833)
1492,발달상권,1001030,양재역_2,POINT (127.0363616986534 37.48365802839606)
1493,발달상권,1001031,서울 관악구 신림역_1,POINT (126.9288375674851 37.4829574265654)
1494,발달상권,1001032,서울 관악구 신림역_2,POINT (126.9308049864147 37.48284146404524)
1495,발달상권,1001033,서울 서초구 남부터미널역_1,POINT (127.0187802596415 37.48431986735238)
